"id","typ","nazev","misto","PSC","pod6","pod15","pod18","pod26","nad26","celkem","vodni"
25758,"stredisko","středisko Klen Bystřice nad Pernštejnem","Bystřice nad Pernštejnem",59301,9,45,17,8,29,108,
25765,"stredisko","přístav Racek Žďár nad Sázavou","Žďár nad Sázavou",59101,1,69,0,15,37,122,"TRUE"
25771,"stredisko","středisko Svratka","Svratka",59202,0,33,3,6,17,59,
25778,"stredisko","středisko Parkán Polná","Polná",58813,1,52,8,13,40,114,
25791,"stredisko","středisko Šedého vlka Cheb","Cheb",35002,0,7,0,1,23,31,
25797,"stredisko","středisko Dakota Cheb","Cheb 2",35002,2,32,2,3,10,49,
25804,"stredisko","středisko Smrčina Aš","Aš 1",35201,0,51,16,10,21,98,
25808,"stredisko","středisko Mohawk Františkovy Lázně","Františkovy Lázně",35101,0,0,0,0,0,0,
25815,"stredisko","středisko Stopa Mariánské Lázně","Mariánské Lázně",35301,0,39,4,2,18,63,
25820,"stredisko","středisko Vysoký kámen Luby u Chebu","Luby u Chebu",35137,1,16,0,0,17,34,
25825,"stredisko","středisko Arnika Jáchymov","Jáchymov",36251,0,6,2,2,7,17,
25829,"stredisko","středisko Kompas Nejdek","Nejdek 1",36221,0,17,4,6,11,38,
25834,"stredisko","přístav ORION Karlovy Vary","Karlovy Vary",36018,3,89,13,12,36,153,"TRUE"
25854,"stredisko","středisko Jestřáb Chodov","Chodov",35735,0,28,4,4,11,47,
25860,"stredisko","středisko Lípa Kynšperk nad Ohří","Kynšperk nad Ohří",35751,2,16,1,3,21,43,
25867,"stredisko","středisko Dýmka Habartov","Habartov",35709,5,37,2,13,20,77,
25874,"stredisko","středisko Arnika Horní Slavkov","Horní Slavkov",35731,0,25,6,0,8,39,
25882,"stredisko","středisko Jitřenka Loket","Loket",35733,1,15,5,5,17,43,
25889,"stredisko","středisko Slunce Jeseník","Jeseník 1",79001,2,54,12,16,22,106,
25893,"stredisko","středisko Chrudim","Chrudim",53701,5,57,0,6,12,80,
25899,"stredisko","středisko Střela Stěžery","Stěžery",50321,5,60,7,4,6,82,
25910,"stredisko","středisko Zdimíra Touška Olomouc","Olomouc 9",77900,18,122,5,6,66,217,
25915,"stredisko","středisko Mjr. Karla Haase Olomouc","Olomouc",77900,0,64,12,27,34,137,
25924,"stredisko","středisko Černého havrana Chlumec nad Cidlinou","Chlumec nad Cidlinou",50351,5,72,6,4,29,116,
25925,"stredisko","středisko J. E. Kosiny Olomouc","Olomouc",77900,0,130,17,33,43,223,
25926,"stredisko","středisko Slatiňany","Slatiňany",53821,1,118,18,45,83,265,
25937,"stredisko","středisko Dvanáctka Olomouc","Olomouc",77200,0,43,6,7,20,76,
25943,"stredisko","středisko Žlutý kvítek Olomouc","Olomouc",77900,0,79,6,17,17,119,
25947,"stredisko","středisko Vládi Tylšara Olomouc","Olomouc 9",77900,8,131,21,35,51,246,
25960,"stredisko","středisko Jana Boska Olomouc","Olomouc",77900,5,121,19,27,13,185,
25972,"stredisko","středisko Šternberk","Šternberk",78501,4,47,6,17,14,88,
25984,"stredisko","středisko Quercus Dub nad moravou","Dub nad Moravou",78375,10,71,22,13,28,144,
25988,"stredisko","středisko Ladislava Ruska","Velký Týnec",78372,0,165,34,41,37,277,
25994,"stredisko","středisko Bělkovice - Lašťany","Bělkovice-Lašťany",78316,1,25,4,4,12,46,
25999,"stredisko","středisko Děti přírody Prostějov","Prostějov",79601,0,60,12,9,14,95,
26005,"stredisko","středisko Pelikáni Prostějov","Prostějov",79601,0,73,16,9,9,107,
26011,"stredisko","středisko Brána Jičín","Jičín",50601,0,62,9,13,28,112,
26014,"stredisko","středisko Petra Bezruče Kostelec na Hané","Kostelec na Hané",79841,0,22,1,0,12,35,
26017,"stredisko","středisko Skála Hlinsko","Hlinsko v Čechách",53901,1,48,3,17,42,111,
26019,"stredisko","středisko Járy Kaštila Prostějov","Prostějov",79601,2,66,8,17,13,106,
26025,"stredisko","středisko Konice","Konice",79852,2,34,4,5,13,58,
26031,"stredisko","středisko Prof. Skoumala Přerov","Přerov",75002,7,38,8,7,18,78,
26035,"stredisko","středisko Táborníci Brodek u Přerova","Brodek u Přerova",75103,2,50,15,16,43,126,
26046,"stredisko","středisko Kojetín","Kojetín",75201,0,31,5,4,11,51,
26051,"stredisko","středisko Ing. L. Cagaše Lipník nad Bečvou","Lipník n.B.",75131,1,23,7,12,11,54,
26055,"stredisko","středisko Psohlavci Hranice","Hranice",75301,11,36,12,3,36,98,
26062,"stredisko","středisko Rudy Knotka Šumperk","Šumperk",78701,0,117,21,45,24,207,
26073,"stredisko","středisko Zlatá stezka Prachatice","Prachatice",38301,1,44,4,3,14,66,
26079,"stredisko","středisko Vimperk","Horní Vltavice",38491,3,29,7,7,8,54,
26085,"stredisko","středisko Walden České Budějovice","České Budejovice",37004,4,221,44,64,77,410,
26098,"stredisko","středisko VAVÉHA České Budějovice","České Budějovice",37006,11,281,41,58,63,454,
26110,"stredisko","středisko Týn nad Vltavou","Týn nad Vltavou",37501,2,64,8,11,18,103,
26115,"stredisko","středisko Jantar Kaplice","Kaplice",38241,0,7,0,2,18,27,
26140,"stredisko","středisko Pod Kletí Holubov","Holubov",38203,8,172,23,23,67,293,
26148,"stredisko","středisko Zlatá Růže Jindřichův Hradec","Jindřichův Hradec",37701,4,107,9,24,46,190,
26163,"stredisko","středisko Rožmberská růže Třeboň","Třeboň",37901,2,73,15,11,28,129,
26169,"stredisko","přístav Dačice","Dačice",38001,0,10,1,2,5,18,"TRUE"
26173,"stredisko","středisko Slavonice","Slavonice",37881,1,27,2,0,9,39,
26177,"stredisko","středisko 13 klíčů Lomnice nad Lužnicí","Lomnice nad Lužnicí",37816,4,44,2,12,14,76,
26183,"stredisko","středisko Fidelis et Fortis Kamenice nad Lipou","Kamenice nad Lipou",39470,0,62,7,18,19,106,
26194,"stredisko","středisko Šipka Písek","Písek",39701,0,73,12,6,49,140,
26203,"stredisko","středisko Oheň života Písek","Písek",39701,0,36,16,7,14,73,
26210,"stredisko","středisko Stínadla Písek","Písek",39701,0,40,11,7,12,70,
26215,"stredisko","středisko Sedmička Milevsko","Milevsko",39901,4,49,8,11,23,95,
26220,"stredisko","středisko Blanice Protivín","Protivín",39811,6,39,5,5,24,79,
26231,"stredisko","středisko Strakonice","Strakonice",38601,8,77,7,11,41,144,
26241,"stredisko","středisko RNDr. Rudolfa Plajnera Volyně","Volyně",38701,2,58,4,16,19,99,
26248,"stredisko","středisko Vodňany","Vodňany",38901,2,52,9,16,22,101,
26253,"stredisko","středisko Kalich Tábor","Tábor",39001,0,211,32,54,65,362,
26265,"stredisko","středisko Černá růže Sezimovo Ústí","Sezimovo Ústí",39102,0,68,6,8,21,103,
26271,"stredisko","středisko Bechyně","Bechyně",39165,0,21,2,0,15,38,
26276,"stredisko","středisko Racek Veselí nad Lužnicí","Veselí nad Lužnicí 1",39181,2,46,3,2,15,68,
26283,"stredisko","středisko Borotín","Borotín",39135,2,18,5,7,13,45,
26287,"stredisko","středisko Planá nad Lužnicí","Planá nad Lužnicí",39111,3,59,9,5,19,95,
26300,"stredisko","přístav Třináctka Opařany","Opařany",39161,5,96,12,21,31,165,"TRUE"
26314,"stredisko","středisko Gáhál Písek","Písek",39701,0,43,12,18,20,93,
26319,"stredisko","středisko Hořice","Hořice",50801,3,58,16,12,29,118,
26325,"stredisko","středisko Sopka Nová Paka","Nová Paka",50901,6,52,10,19,35,122,
26329,"stredisko","středisko Svatého Jiří Miletín","Miletín",50771,0,2,12,13,26,53,
26333,"stredisko","středisko Lázně Bělohrad","Lázně Bělohrad",50781,0,38,1,6,9,54,
26345,"stredisko","středisko Náchod","Náchod",54701,4,185,30,34,50,303,
26373,"stredisko","středisko Skaláci Police nad Metují","Police nad Metují",54954,3,53,9,11,17,93,
26378,"stredisko","středisko Šedého vlka Broumov","Broumov",55001,0,12,2,8,16,38,
26383,"stredisko","středisko Červený Kostelec","Červený Kostelec",54941,0,93,28,40,100,261,
26392,"stredisko","středisko Jiřího Šimáně Česká Skalice","Česká Skalice",55203,3,42,6,13,23,87,
26399,"stredisko","středisko ÚTA Nové Město nad Metují","Nové Město nad Metují",54901,0,118,28,41,43,230,
26408,"stredisko","středisko Jaroměř","Jaroměř 1",55101,1,38,11,11,19,80,
26416,"stredisko","středisko Stetson Rychnov nad Kněžnou","Rychnov nad Kněžnou",51601,0,65,20,29,38,152,
26421,"stredisko","středisko Kostelec nad Orlicí","Kostelec nad Orlicí",51741,2,59,6,11,22,100,
26429,"stredisko","středisko Opočno","Opočno",51773,1,61,5,12,28,107,
26434,"stredisko","středisko Dobruška","Dobruška",51801,12,114,22,22,53,223,
26445,"stredisko","středisko Vamberk","Vamberk",51754,11,42,6,5,18,82,
26455,"stredisko","středisko Hraničář Trutnov","Trutnov",54101,4,72,7,7,36,126,
26463,"stredisko","středisko Zvičina Dvůr Králové nad Labem","Dvůr Králové nad Labem",54401,2,110,14,7,49,182,
26473,"stredisko","středisko Permoník Rtyně v Podkrkonoší","Rtyně v Podkrkonoší",54233,1,75,15,8,14,113,
26478,"stredisko","středisko Dobráček Hostinné","Hostinné",54371,3,125,24,18,37,207,
26486,"stredisko","středisko Krakonoš Vrchlabí","Vrchlabí",54301,0,41,4,7,12,64,
26492,"stredisko","středisko Araukarit Malé Svatoňovice","Malé Svatoňovice",54234,0,34,9,4,8,55,
26498,"stredisko","středisko Svoboda nad Úpou","Svoboda nad Úpou",54224,0,41,5,0,9,55,
26503,"stredisko","středisko K. Šimka Hradec Králové","Hradec Králové",50002,8,141,21,25,48,243,
26510,"stredisko","středisko Rotunda Hradec Králové","Hradec Králové 3",50003,2,34,3,9,34,82,
26520,"stredisko","středisko Kukleny Hradec Králové","Hradec Králové",50004,7,51,16,2,43,119,
26526,"stredisko","středisko Svatého Jiří Hradec Králové","Hradec Králové",50011,1,80,19,27,18,145,
26531,"stredisko","středisko Rybárny Hradec Králové","Hradec Králové",50002,3,36,3,6,34,82,
26537,"stredisko","středisko Želivák Hradec Králové","Hradec Králové 9",50009,13,27,2,3,23,68,
26549,"stredisko","středisko Františka Pecháčka Bludov","Bludov",78961,0,36,3,10,12,61,
26554,"stredisko","středisko Bukůvka Postřelmov","Postřelmov",78969,1,25,4,10,13,53,
26558,"stredisko","středisko Skalička Zábřeh","Zábřeh",78901,5,132,17,12,45,211,
26566,"stredisko","středisko Šíp Loštice","Loštice",78983,3,63,7,6,10,89,
26570,"stredisko","středisko Blesk Lesnice","Lesnice",78901,2,45,7,9,26,89,
26575,"stredisko","středisko Ruda nad Moravou","Ruda nad Moravou",78963,7,81,20,25,27,160,
26580,"stredisko","středisko Rovensko","Rovensko",78901,3,30,4,4,15,56,
26585,"stredisko","středisko Sněžník Staré Město","Staré Město",78832,0,45,9,6,28,88,
26592,"stredisko","středisko Zábřeh","Zábřeh",78901,7,33,4,6,16,66,
26596,"stredisko","středisko Úsvit Děčín","Děčín 2",40501,0,73,10,13,29,125,
26601,"stredisko","středisko Lužan Varnsdorf","Varnsdorf",40747,3,38,6,8,14,69,
26605,"stredisko","středisko Rumburk","Rumburk",40801,2,16,1,2,8,29,
26608,"stredisko","středisko Seveřan Šluknov","Šluknov",40777,0,4,1,2,3,10,
26614,"stredisko","středisko Český lev Chomutov","Chomutov",43003,8,85,16,11,33,153,
26624,"stredisko","středisko Br. Zubra Klášterec nad Ohří","Klášterec nad Ohří",43151,0,12,2,7,3,24,
26629,"stredisko","středisko Hraničář Jirkov","Jirkov",43111,8,54,3,11,10,86,
26635,"stredisko","středisko Úhošť Kadaň","Kadaň",43201,9,37,5,0,12,63,
26642,"stredisko","středisko Žatec","Žatec",43801,3,32,5,8,11,59,
26652,"stredisko","středisko Nereus Terezín","Terezín",41155,1,17,10,11,25,64,"TRUE"
26658,"stredisko","středisko Říp Roudnice nad Labem","Roudnice nad Labem",41301,14,79,12,20,24,149,
26664,"stredisko","středisko Brána Lovosice","Lovosice",41002,1,37,7,8,14,67,
26670,"stredisko","středisko Libochovice","Libochovice",41117,1,18,2,1,10,32,
26678,"stredisko","středisko Štětí","Štětí",41108,1,21,2,2,3,29,
26682,"stredisko","středisko Radobýl Litoměřice","Litoměřice",41201,5,130,18,9,44,206,
26713,"stredisko","středisko Oheň Most","Most",43401,28,82,7,12,26,155,
26723,"stredisko","středisko Perun Litvínov","Litvínov 8",43542,4,25,10,9,16,64,
26727,"stredisko","středisko Louny","Louny",44001,0,55,5,1,19,80,
26732,"stredisko","středisko Doubravka Teplice","Teplice 1",41501,0,25,1,3,31,60,
26738,"stredisko","středisko Dvojka Teplice","Teplice",41501,11,108,17,10,33,179,
26752,"stredisko","středisko Ústí nad Labem","Ústí nad Labem",40011,0,42,15,19,39,115,
26758,"stredisko","středisko Šíp Neštěmice","Ústí nad Labem - Krásné Březno",40007,6,47,10,14,23,100,
26767,"stredisko","středisko Ležáky Skuteč","Skuteč",53973,0,83,17,31,48,179,
26777,"stredisko","středisko Chrast","Chrast u Chrudimě",53851,2,43,3,12,31,91,
26785,"stredisko","středisko Kelt Nasavrky","Nasavrky",53825,3,29,2,11,15,60,
26790,"stredisko","středisko Leknín Heřmanův Městec","Heřmanův Městec",53803,0,32,5,7,29,73,
26801,"stredisko","středisko Toulovec Proseč","Proseč",53944,4,74,10,14,25,127,
26807,"stredisko","středisko Tangram Luže","Luže",53854,5,25,5,11,23,69,
26817,"stredisko","středisko Kameničky","Kameničky",53941,0,39,10,7,14,70,
26834,"stredisko","středisko Lázně Bohdaneč","Lázně Bohdaneč",53003,2,63,6,7,24,102,
26842,"stredisko","středisko Chvaletice","Chvaletice",53312,3,24,1,4,9,41,
26847,"stredisko","středisko Holice","Holice",53401,0,66,11,21,13,111,
26853,"stredisko","středisko Šestka Pardubice","Pardubice",53009,0,55,7,9,41,112,
26859,"stredisko","přístav Sedmička Pardubice","Pardubice",53003,0,54,10,4,27,95,"TRUE"
26864,"stredisko","středisko Přelouč","Přelouč",53501,9,94,6,15,36,160,
26874,"stredisko","středisko Dívčí Pardubice","Pardubice",53002,0,49,9,10,25,93,
26882,"stredisko","středisko A. Bartoše Sezemice","Sezemice",53304,2,36,9,7,13,67,
26886,"stredisko","středisko Polaris Pardubice","Pardubice",53002,6,128,22,28,72,256,
26897,"stredisko","středisko Smrček Svitavy","Svitavy 2",56802,3,71,12,9,14,109,
26907,"stredisko","středisko Liliový kruh Litomyšl","Litomyšl",57001,3,95,20,41,25,184,
26919,"stredisko","středisko Tilia Polička","Polička",57201,1,32,2,15,37,87,
26923,"stredisko","středisko Moravská Třebová","Moravská Třebová",57101,0,96,22,18,39,175,
26935,"stredisko","středisko Dolní Újezd","Dolní Újezd",56961,17,69,23,12,27,148,
26940,"stredisko","středisko Orlice Ústí nad Orlicí","Ústí nad Orlicí",56201,1,65,11,13,13,103,
26946,"stredisko","středisko Javor Česká Třebová","Česká Třebová",56002,19,164,32,40,30,285,
26955,"stredisko","středisko Skály Choceň","Choceň",56501,0,78,14,15,18,125,
26963,"stredisko","středisko Vysoké Mýto","Vysoké Mýto",56601,0,49,7,14,30,100,
26974,"stredisko","středisko Zubr a Dikobraz Lanškroun","Lanškroun",56301,6,134,20,31,67,258,
26985,"stredisko","středisko Žamberk","Žamberk",56401,0,54,10,14,29,107,
26991,"stredisko","středisko Bratra Robina Letohrad","Letohrad",56151,22,167,24,44,84,341,
27008,"stredisko","středisko Medvěd Jablonné nad Orlicí","Jablonné nad Orlicí",56164,0,33,4,7,16,60,
27014,"stredisko","středisko Rikitan Brandýs nad Orlicí","Brandýs nad Orlicí",56112,0,38,9,8,10,65,
27020,"stredisko","středisko Dolní Dobrouč","Dolní Dobrouč",56102,2,47,5,17,35,106,
27036,"stredisko","středisko Bílá liška Červená Voda","Červená Voda",56161,0,53,14,4,19,90,
27138,"stredisko","středisko Datel Kostelec nad Černými lesy","Kostelec nad Černými lesy",28163,3,68,7,2,19,99,
27459,"stredisko","středisko Sojčáci Děčín","Děčín 9",40505,1,68,5,7,16,97,
27561,"stredisko","středisko Čertovka Zbiroh","Zbiroh",33808,0,48,8,8,12,76,
27589,"stredisko","středisko Doberčata Dobrá","Dobrá",73951,12,86,15,18,7,138,
27680,"stredisko","středisko Ichthys Klobouky u Brna","Klobouky u Brna",69172,0,45,5,11,9,70,
28128,"stredisko","přístav Tamatea Vrbátky","Vrbátky",79813,0,21,3,1,8,33,"TRUE"
28153,"stredisko","přístav Neptun Znojmo","Znojmo",66902,20,84,8,11,26,149,"TRUE"
28467,"stredisko","středisko Lipenská dvojka Lipník nad Bečvou","Lipník nad Bečvou",75131,2,35,10,6,14,67,
28790,"stredisko","středisko Ibis Odolena Voda","Odolena Voda",25070,0,34,1,1,5,41,
28864,"stredisko","středisko prof. Oliče Dobříš","Dobříš",26301,2,113,11,11,24,161,
29007,"stredisko","přístav Černý čáp Opava","Opava 1",74601,7,68,8,16,12,111,"TRUE"
29012,"stredisko","středisko Ignis Brno","Brno 23",62300,9,158,31,33,37,268,
29300,"stredisko","středisko Těrlicko","Těrlicko",73542,0,39,6,12,2,59,
29315,"stredisko","středisko Ludgeřovice","Ludgeřovice",74714,3,52,0,0,7,62,
